Product1_ID,Product2_ID
2062039,56630
722323,56644
1521016,56875
632240,56889
3548216,56938
3216682,56952
847315,56959
695499,57078
1152837,57127
3214729,57288
1013845,57316
3416504,57323
3599211,57372
2868194,57561
3603663,57652
368270,57694
1066478,57771
1469664,57792
1728496,57904
3814923,58366
1122548,58471
3311931,58611
1462230,58709
2977324,58758
3386579,58772
3646811,58863
216517,59031
3134061,59087
664972,59311
1593585,59521
3388357,59745
1458254,59997
1714461,60081
1731730,60193
2910726,60333
1541351,60445
1390326,60613
3681797,60662
2410401,60984
204337,61068
181643,61075
1380512,61124
958818,61173
1420048,61285
3363087,61341
3618839,61831
1216173,61838
482230,61859
2454662,62069
3134082,62293
3459148,62335
3147781,62412
617673,62580
2681329,62706
3638719,62825
2555112,63077
3134061,63189
1165850,63336
3140830,63434
2690835,64106
967771,64274
2280894,64925
140987,65065
2225944,65240
3043320,65457
3213511,65478
2854355,65541
2056292,65667
324611,65709
2862370,65772
85351,66010
364847,66101
2539572,66164
3059532,66192
3003133,66416
1122856,66458
2791999,66465
2256800,66570
3663961,66577
2250486,66689
337421,66696
2618798,66829
749105,66885
1745947,66948
3464104,67081
1322867,67109
3166450,67221
666078,67242
2658516,67389
1462202,67662
1212743,67711
962101,67900
3258500,68019
1185800,68082
3758867,68187
3154921,68208
316113,68215
1489866,68467
2572920,68579
1875027,68964
906318,69363
2962610,69440
3643556,69629
2979914,69678
1601355,69699
405790,69755
1674064,69790
1239287,69825
223181,70035
3426780,70525
38731,71001
3252410,71169
3498432,71638
1373820,71645
3226552,71659
2373525,72058
557389,72212
427749,72219
3690981,72226
2905266,72233
3504116,72254
3113726,72324
3550610,72555
1284822,72891
752759,72926
1974581,73185
3172148,73220
237643,73423
2075794,73556
3375008,73577
1076852,73836
1902803,73864
2095709,73885
1505952,73899
563017,74081
1902600,74137
375109,74249
666946,74361
2870854,74550
984291,74893
787822,74914
1854881,75096
302372,75110
2463237,75201
3174591,75306
3049963,75348
2486512,75425
1284934,75502
1815499,75873
76377,76370
1434524,76377
565411,76384
2550828,76419
3632146,76454
1347269,76461
1450561,76531
3203060,76776
203588,77028
2112586,77119
2515121,77182
684033,77560
1559586,77567
146433,77735
3535917,77875
1221920,77889
307279,78022
3797675,78176
518175,78253
2498363,78372
3366678,78701
1635956,78911
3045987,78925
2979914,78953
3213581,78974
3219244,79296
2743146,79450
1099077,79492
139573,79513
1344812,79772
3445624,80101
2742033,80563
3586968,80710
3711141,80871
2959698,81186
1135848,81221
1929410,81305
1500821,81466
2515590,81543
1465415,81837
1844864,82012
2492784,82019
2282826,82369
1626849,82782
47726,82894
743876,82950
2725562,83006
122563,83069
2059736,83139
754642,83153
1152263,83454
3497151,83482
1445801,83594
2777754,83783
2555553,83895
1266853,84168
181013,84378
1629852,84441
2834888,84462
634879,84546
2418283,84630
814688,84658
3545332,84728
1694371,84840
3744916,85127
2552249,85225
3797521,85281
231553,85288
3041332,85351
423717,85372
3838716,85435
2201584,85694
144634,85771
1076565,86247
2451267,86296
1812622,86611
2301460,86688
3834474,86723
407092,86898
3488723,86947
2055914,87031
1520743,87108
3372523,87157
1574356,87199
632240,87465
140287,87738
925463,87801
2688343,87836
1648486,87927
3624348,87969
2169216,88109
2941533,88130
1267721,88361
421344,88396
3797640,88417
830354,88473
1595902,88494
1100477,88816
371399,88886
130326,89033
739025,89159
1160754,89180
2423715,89649
3784494,89866
3301494,89950
1060745,90370
1145571,90468
2772728,90482
1306746,90657
265265,90923
3350389,90937
522998,91049
3236051,91434
1045058,91497
460642,91805
1211441,92127
1618610,92148
3077445,92211
3577679,92414
1264263,92526
1814554,92960
757792,93009
1109934,93261
2524298,93324
230510,93534
441602,94157
2568916,94178
1626555,94213
2498356,94234
1988000,94262
1863505,94353
118860,94374
1934849,94955
3830932,95144
2533083,95340
1528401,95375
919681,95725
387709,95781
1877988,95830
839307,95935
2811214,96054
2519825,96131
3016811,96453
2700299,96621
1496789,96719
1011801,96761
248969,96803
1473976,96894
3472266,97069
3760575,97174
2934967,97510
1763846,97916
2848111,97951
1748271,98014
1029833,98210
356258,98259
2255757,98280
3215562,98343
954100,98371
316806,98399
667590,98413
2210082,98679
1978053,98721
1483909,98763
3231109,98777
1844871,98868
3543498,99043
448399,99057
2915696,99134
291312,99218
3406172,99428
225687,99505
3056620,99638
624022,99722
89180,99988
2608473,100198
1816115,100275
759045,100331
3154480,100772
3529309,100849
3828104,100898
3636542,100912
414316,101024
1348823,101311
939659,101395
3598777,101430
2952838,101451
2019598,101465
122556,101612
1638924,101710
350525,101766
2618168,101955
3511200,101976
2923270,101990
712663,102067
654395,102375
3092096,102662
3676974,102711
1490860,102767
3654406,103194
2826929,103383
1824858,103628
3306429,103677
781158,104524
621460,104594
1319843,104923
3012856,105007
3627162,105105
2574040,105133
20769,105231
2901696,105350
767564,105553
2424912,105616
462336,105693
1935304,105819
1042979,106036
3712107,106057
3694481,106099
3689266,106246
3183719,106393
595959,106456
1201284,106463
3702909,106491
105350,106624
320880,106855
1737932,106967
2529296,107135
2640561,107156
2214009,107261
1397389,107436
1891547,107674
1119797,108024
267169,108171
3582726,108227
2293963,108332
3643556,108500
3010574,108619
2471679,108682
2593003,108696
11865,108724
2520371,109452
1999305,109564
2610237,109956
3290504,110005
1228241,110075
1729147,110285
669480,110376
3389673,110530
3639797,110824
2550877,110936
2252334,111041
1171135,111055
841981,111594
1893500,111629
1936200,111783
653240,111825
723303,112084
3289517,112231
2585079,112280
675850,112364
2279844,112406
237510,112980
121772,113176
3452400,113295
2614080,113400
3520965,113477
429044,113596
206080,113862
2523542,114016
1231069,114163
1475397,114457
3386243,114471
2919462,114513
1678369,114555
3488548,114765
61831,115234
2098299,115269
2892365,115325
2218335,115402
2389422,115430
2684815,115451
2096087,115640
1817879,115787
2482977,116256
3786916,116431
3527566,116704
470869,116823
3598777,116886
329777,116900
2945761,116991
2700145,117131
2670227,117215
2710967,117285
622825,117369
298046,117460
3526334,117740
2350887,117859
2437316,117915
31073,117971
248724,117992
136724,118013
3062535,118034
61285,118083
534702,118209
3398850,118265
3066588,118692
2255904,118699
129472,118818
554750,118839
648592,118860
611464,118874
3490298,118958
495908,119014
3815049,119133
3285842,119203
3093881,119700
2323076,119784
3510752,119847
2310231,119854
2587011,119910
62335,119973
2424961,120029
1175643,120148
588518,120323
2866479,120421
3234441,120561
1521653,120575
872893,120631
3231109,120827
2596125,120848
3772314,120932
304619,121002
3672977,121156
1251229,121163
2971640,121191
1576351,121254
395479,121387
3581942,121401
1187963,121457
455406,121506
726943,121527
1869637,121548
2949023,121569
3823197,121772
1979187,121807
2023329,122066
1564969,122164
2397976,122556
734909,122563
2940637,122829
101976,122850
1470546,122871
3180107,122962
1932084,123067
110285,123102
2678151,123340
2282490,123375
3673852,123480
3514763,123515
3822749,123781
610897,123851
3818899,124061
2958907,124152
3753029,124698
3378452,124719
1110263,124824
1416478,125314
876624,125356
1553370,125461
1671166,125776
208579,126028
1416744,126063
3231767,126140
1753535,126175
459256,126252
3220721,126364
1515010,126406
171395,126497
435022,126616
3556147,126742
1675142,126819
1026732,127183
175700,127211
1557661,127316
2497439,127386
309764,127617
2052687,127981
1139600,128030
731759,128051
2927218,128163
2737119,128205
1150674,128345
2222668,128415
3128636,128527
254226,128611
2106293,128737
3115245,128779
3274565,128884
2976008,128898
3058048,128968
2464000,129087
1593172,129283
2988433,129311
1427461,129472
934577,129514
1340381,129535
1888824,129612
1941331,129731
3704750,129738
292194,129759
1114848,129801
1214941,129892
2474605,129941
3340162,130151
729442,130179
337057,130186
2589076,130277
2461767,130326
3169474,130424
3481499,130438
192325,130669
275779,130725
3778362,130935
98343,131005
3690344,131047
162190,131082
388248,131327
1465968,131432
3047576,131481
2247049,131712
1782053,131768
1029630,131789
889434,131831
2037868,131901
494613,131908
889189,131950
1947169,131992
826742,132076
909321,132202
3821685,132972
526701,133049
3274418,133084
1440194,133126
1454943,133175
580286,133315
89866,133427
1903167,133812
312109,133840
3532900,134225
3454647,134449
3134082,134519
1125138,134526
2333681,134547
2497166,134708
536830,134778
1905337,134785
505841,134820
1999081,134918
337057,134974
69825,135016
460593,135422
3249603,135478
912674,135562
2873899,135583
3261538,135590
1774766,135653
2351468,135772
1326374,135898
2066099,135968
2111284,136059
1270115,136185
361725,136234
210329,136262
2897251,136311
280630,136339
3738063,136500
2599919,136570
1471638,136647
332311,136724
3644004,136927
3515694,137123
1272558,137228
3323201,137235
47978,137354
1174488,137445
449995,137473
2349417,137480
340760,137487
2350264,137578
1167999,137858
3223969,137914
3499013,138117
2848293,138194
1132698,138215
1580537,138236
2319667,138306
1380638,138439
3662792,138663
3779314,138747
2054346,138824
655830,138908
2125977,139461
2376486,139496
492688,139517
826819,139573
1290464,139699
2157540,139825
130424,140098
1690213,140280
1869630,140287
458150,140518
1322790,140651
698985,140987
3672200,141134
2175131,141407
3764656,141421
1291108,141449
3571834,141582
3170979,141666
2455684,141785
1226351,141799
2029468,142149
789754,142233
1514898,142352
3709727,142534
1377040,142590
2681546,142702
2282756,142716
2109947,142849
923720,143038
3237773,143066
2401035,143080
1132460,143234
1854167,143262
492275,143563
2670325,143738
3696749,143766
186494,143976
3401349,144053
2637929,144228
1555666,144249
1082277,144284
3031973,144466
2038512,144634
1915109,144732
21434,144781
712369,144816
576002,144977
1761865,145012
801535,145047
1935941,145124
129514,145138
1635956,145250
353913,145306
1638098,145327
2760632,145334
3114503,145369
32186,145460
3115357,145502
3735725,145705
3087063,145978
3011981,145985
3703392,146013
46312,146041
559993,146055
3761380,146090
215362,146209
2620611,146419
1693398,146433
89950,146622
1719179,146811
664027,146846
3265339,146979
3580038,147168
1454901,147735
1248352,148022
1916061,148428
3236625,148463
1264207,148547
1140342,148638
1419824,148869
521885,149114
2757419,149380
2064643,149604
3580318,149723
2058532,149814
1959517,149835
597737,149870
1622229,149926
264922,149940
342699,149961
444738,149968
1293103,150059
32725,150402
2172464,150486
2249450,150563
3315662,150710
1687322,150731
699853,151130
950999,151382
1241345,151424
654843,151452
3003245,151690
2146970,151823
1888824,151858
351050,152033
927997,152250
604702,152306
2038190,152824
2552592,153083
3052091,153104
1461663,153216
3216157,153244
3583706,153363
2768528,153587
534709,153657
1465520,154014
421953,154084
1679615,154105
703269,154210
1728811,154224
952399,154693
3061982,154938
3171665,154966
1289715,155022
3690351,155036
3128636,155141
3682595,155421
2641534,155456
3335535,155645
864262,155659
3518725,155806
3345916,155890
643496,155960
1934156,156114
1328124,156121
1117382,156247
2310175,156338
1725633,156352
430052,156359
1527449,156415
2806699,156947
1932721,157024
1026186,157374
2909039,157444
2734193,157780
3816288,157969
3198419,158137
2000180,158284
3062710,158291
867258,158326
374451,158354
1800708,158466
1178681,158886
2429511,159180
3528147,159376
3108560,159446
2655261,159831
632058,160041
2141825,160097
192185,160286
3393208,160307
614467,160349
428694,160531
1002316,160587
2057580,160804
3061611,160902
3065930,160930
1651776,161007
2331609,161714
2168348,161791
473123,161917
1694560,161924
2203733,162029
3621443,162064
3632804,162071
1669479,162190
1369648,162253
3245249,162645
1671866,162694
884114,163149
2369171,163198
3521273,163331
3123106,163387
1642592,163443
3703917,163548
2073673,163604
2323587,163646
2544325,163975
2734998,163989
151452,164339
770182,164437
2990001,164969
2162321,165242
3481198,166019
3690729,166264
2709168,166390
1100981,166558
3450377,166572
245959,166705
1553440,166873
3009692,167181
378252,167636
2497698,168063
903959,168518
2512034,168875
1286152,168959
3415405,168973
3738693,169099
3834817,169267
3639440,169463
158466,169498
3733457,169617
1173907,169694
3605378,169946
1513477,169981
3335703,170037
2529513,170121
2966124,170317
1211630,170485
131789,170499
2400713,170695
1280363,170730
2575699,170835
505064,170926
1178380,171059
464072,171122
2716805,171248
1505952,171290
1299347,171395
1397389,171626
1483853,171696
2296378,171899
2566746,172046
3115392,172088
2419123,172242
3647007,172648
2693999,172900
2642143,172914
539329,173327
16415,173705
1227863,173992
3741073,174146
631295,175210
3222247,175329
2246160,175700
927451,176113
3802078,176148
2577344,176211
3161802,176316
2316951,176400
1358567,176505
3719779,176708
407064,177065
1116304,177338
2903362,177786
289170,177800
7000,178297
3681293,178409
983101,178430
3813523,178472
793632,178661
217252,178717
2037819,178899
1413202,179018
771498,179158
2831920,179221
3245333,179298
1752667,179725
2690954,179851
2460108,180348
1553923,180516
2419900,180656
3680551,180684
3190768,180838
1552019,180894
1603770,180922
329434,181013
3103660,181020
2112586,181146
587258,181643
4578,181671
321629,181685
2947602,181699
1230236,181825
562457,181979
144284,182063
3546214,182462
3403498,182560
1273167,182637
1634346,182679
1439620,182812
1062705,182896
32466,182980
2341269,182987
3335822,183106
1465520,183225
3160794,183435
911708,183442
842261,183505
2690954,183575
1183910,183722
3758755,183743
3100398,183869
1669479,183897
2634604,183925
683361,183967
1861398,184310
1953021,184401
503846,184625
1479184,184758
1820126,185164
3700347,185255
183722,185332
743512,185374
115325,185871
3600940,185997
625618,186081
1253371,186354
2951718,186494
1446858,186585
574553,186676
3274369,186774
2169216,187005
2807196,187089
1823843,187334
37863,187404
3778362,187502
1105412,187796
2396947,187992
3420354,188244
2102793,188405
1900626,188524
2697226,188692
3726527,188930
2044651,189364
1584226,189791
3689266,189854
819035,189973
1847895,190330
3008250,190358
129892,190799
2360288,190820
2567061,191275
962822,191317
1029126,191653
3043390,191723
3786790,191842
1961666,191877
460873,191975
1830892,192185
1818530,192199
1372574,192234
1813588,192325
337309,192332
1245132,192549
1117396,192556
1390060,192584
3654406,192591
453068,192619
1172710,192689
1288140,192745
1491903,192850
1731611,192920
3371949,192962
2767247,193095
3135048,193130
3062430,193200
801185,193214
1166277,193368
1356334,193417
646912,193704
3695790,193872
2344223,193984
1282827,193991
1666007,194047
727041,194404
2732422,194705
1084251,194733
3052140,194824
1851717,194915
3757075,195048
3071509,195251
3671458,195328
2008769,195510
2800315,195580
1612184,195594
2515170,195601
1116304,195755
876883,196112
342510,196364
2377403,196602
714119,196742
100275,196756
240485,196833
1716092,196847
2364040,196896
1493541,197169
3327303,197190
1235640,197260
3394993,197337
1632757,197379
2783550,197477
2933539,197848
2250514,197855
508361,197981
175700,198086
2158527,198415
588588,198695
3758398,198821
2000264,199059
2836596,199066
492625,199115
1497909,199213
3066959,199269
529809,199311
3233461,199836
2271066,200186
3691905,200200
1902803,200221
1041425,200249
1463196,200599
2177581,200627
1358896,200697
1078259,200704
1092987,201068
1957935,201236
245910,201313
1830080,201439
3809540,201530
1576351,201719
2601319,201761
939659,202034
652442,202090
841848,202524
3495576,202664
775173,202846
1429568,202909
3144498,203042
1077902,203203
493703,203259
403081,203294
1729749,203399
505841,203455
148463,203462
1076446,203483
1102892,203490
2455838,203511
166572,203525
1383921,203588
2789304,203840
1952188,204232
1704787,204253
3801245,204337
3507581,204372
1351623,204414
3780147,204435
3225803,204498
3168312,204568
1150450,204610
1952531,204631
3681636,204701
3670898,205037
520975,205093
1393798,205191
1989379,205541
3742025,205793
1559033,206080
774942,206549
2635710,206661
855953,206675
2019941,206801
2835014,206899
2633589,207130
680120,207186
2775108,207599
395115,207613
1687385,207725
3727563,207767
97174,208110
2412473,208348
715953,208411
2031372,208530
418803,208579
1369284,208593
103677,208670
3441158,208838
2247546,209041
2175285,209167
1258306,209258
2399026,209440
2173619,209454
3672032,209629
3331146,209671
225036,209853
2690275,209888
1660981,209937
2706753,209979
87031,210154
2034403,210329
2410282,210343
3137001,210574
3820334,210889
1609622,210917
685216,211435
425565,211505
533351,211519
2624853,211932
3331503,211988
721770,212023
2259936,212037
2301649,212184
677061,212289
3723482,212310
282716,212338
3154340,212408
3570406,212590
1566782,212604
738696,212772
3771306,212793
2652587,212870
277389,212905
830984,212926
3458161,212982
3255658,213563
2344839,213633
1932147,213787
297976,213794
2398613,213913
498904,213990
400029,214095
3514973,214172
69755,214270
1177638,214438
2854145,214487
343182,214718
2186590,215026
740390,215110
3664451,215124
2664942,215145
2984247,215299
2067856,215362
2957997,215656
1580593,215768
3086251,215803
693077,215901
2642983,215922
1216117,215943
1349901,216020
2933588,216055
270361,216118
210329,216188
1808730,216195
2993291,216272
1088276,216342
1487052,216356
3621051,216517
3144785,216650
3547677,216657
1626730,216951
1893458,216958
3680047,217049
2266936,217084
1049699,217231
2057860,217252
2115085,217294
1114883,217336
591269,217357
3131555,217602
3594822,217672
1877015,217882
563017,217980
3118143,218127
2473198,218253
279636,218260
2176188,218491
630042,218505
359450,218589
1651454,218638
3623165,218785
368025,219016
1008959,219072
3318574,219198
2371950,219254
67662,219310
1733949,219408
1341690,219485
2301572,219681
2034774,219688
284872,219968
1517684,220129
2595215,220248
1039906,220318
2710519,220388
1823801,220493
3674216,220507
3497102,220633
1992949,220675
3166450,220885
924511,220941
2632560,220962
1246798,220969
2416981,221025
3069591,221046
3174647,221095
2550779,221298
77735,221368
2763355,221382
508361,221494
2354716,221627
1864282,221718
274225,222089
3075877,222110
2436707,222117
1927359,222243
2594396,222411
2716266,222467
1957935,222502
3294011,222572
1956934,222649
317576,222684
621712,222887
2552095,222908
3083024,222957
3767715,223020
559657,223181
1566005,223454
1672601,224189
3654868,224322
2287243,224567
2168348,224595
814499,224686
1082277,224728
2009959,224784
3689371,224917
3809463,224924
975562,224973
3508491,225036
2225447,225134
537292,225561
3642408,225582
735105,225687
3348653,225743
2841118,225750
2025030,225897
2821973,225995
1656165,226128
1721258,226184
2514344,226408
854679,226597
710318,226695
2835259,226835
991193,226996
2566914,227045
665168,227108
3354477,227136
398419,227276
1331064,227318
1759275,227395
2381652,227409
675850,227535
398636,227703
3704764,227787
433524,227934
766717,227969
1884386,227997
2245838,228200
1547630,228389
3402553,228564
3411695,228851
2667616,228900
2424142,229201
2761640,229243
3737734,229565
451801,229915
3131023,229943
3683365,230174
2073855,230300
1566005,230391
3401384,230468
3340162,230510
221046,230818
1492225,230895
2681266,231021
2289728,231035
2418423,231476
1119587,231553
484022,231700
801500,231721
88130,231819
3687292,231994
217602,232057
1783201,232071
3520580,232176
504238,232204
3593625,232211
3831282,232309
2174333,232316
1328124,232330
1107155,232428
718382,232610
3477621,232715
3514602,232729
2791656,232862
3230703,232981
3828027,233464
3009566,233688
1920765,233695
3347148,233996
2267293,234003
2665754,234073
2077068,234290
2376689,234500
605794,234507
3288383,234535
1369214,234556
2003582,234843
3031049,235116
1464827,235585
697536,235592
3324748,235697
3659733,235725
3051356,235774
2504040,235830
866495,236320
607124,236334
3773336,236341
1103837,236383
3326022,236488
3745574,236656
1739437,236768
2141699,236915
3784151,237391
102711,237454
1651993,237510
3173345,237531
3778390,237643
2633589,237853
1317645,237958
1495949,238147
3295978,238259
2215108,238665
2078888,238679
2326275,238735
3756396,238812
320376,238819
2947882,239099
2188025,239106
11998,239358
866642,239673
1771448,240072
3044538,240121
3693291,240142
2377403,240317
3778586,240485
2553187,240926
215943,241339
1650712,241437
2621451,241514
543487,241633
3561775,241822
3547768,241878
329154,241955
534709,241976
2686817,242081
2104984,242144
463092,242193
2810808,242200
1663494,242291
3498299,242305
3016552,242361
3832787,242578
1244852,242592
1244852,242613
3216066,242697
3215723,242704
605801,242725
1528401,242746
105819,242781
3683225,242837
1107155,242970
1801156,243110
811475,243250
2510410,243320
786632,243341
2918097,243418
2759015,243572
222502,243663
2195669,243943
2647141,243964
873033,243992
2381652,244160
400680,244209
3643052,244216
3035564,244335
1133734,244482
950873,244923
342412,245126
2607346,245280
2663962,245357
1348823,245763
3622871,245777
2927218,245910
3208030,245959
2851534,246036
2424541,246120
2849175,246225
999285,246260
1167299,246316
300846,246561
1138844,246722
299222,246869
766129,246939
374017,247058
3781687,247296
1441076,247464
3372838,248262
2799006,248444
691292,248584
212905,248605
3174647,248675
3672200,248724
683193,248969
1363397,249298
2817731,249375
1234142,249515
237510,249641
146979,249739
2973173,249802
13853,249830
3315235,249893
119910,249914
3481310,250110
3572590,250194
881307,250229
670124,250327
2491769,250355
1995035,250383
2610573,250432
3758818,250446
767564,250488
3769885,250551
712677,250614
3165750,250656
1302168,250712
320817,250719
1512581,250817
1877967,250957
3735165,251055
2869363,251251
441959,251419
317310,251489
667163,251636
73423,251678
3670898,251769
3095043,251881
2894528,251923
268555,252000
2255939,252077
3678304,252098
3746778,252147
2199211,252350
1747326,252469
523145,252490
1119797,252595
3762696,252602
2630565,252672
3061317,252700
3102981,252819
962430,252826
3727283,252875
3298071,252994
907235,253015
1779162,253043
148547,253176
2706487,253204
549955,253253
58758,253498
908768,253659
821135,253925
1407364,254016
3787483,254023
2018331,254079
2018331,254093
390796,254100
254100,254114
3480190,254226
3468409,254233
944342,254387
41475,254849
1269919,254947
3006570,254954
3835034,254968
700854,255164
1896300,255262
3448956,255367
1043567,255591
3312484,255682
3657633,255920
3371571,255969
333277,256284
3317846,256403
3087329,256487
1249605,256564
3391199,256893
1466276,257012
675850,257243
774774,257418
2010841,257649
3121300,257663
3216472,257873
3613302,257887
1825621,257894
3531227,258125
1724926,258237
2976246,258426
607124,258811
345366,258944
681702,259000
771169,259168
2626813,259574
305347,259637
3041388,259742
1187935,259819
2277884,259833
1716232,259889
203511,259931
524097,260043
1835750,260176
2198847,260617
289065,260666
3727563,261044
2164785,261212
697221,261471
530978,261569
146209,261660
117215,261835
2248064,261884
3668343,261947
568652,262052
872893,262668
1396850,262787
1073702,262836
440265,262913
466095,263018
1161286,263326
3663037,263368
2616460,263683
3758083,263781
1043567,263865
2198847,263886
